	tconst	Budget	Box_Office	Star_1	Star_2	Star_3	Star_num1	Star_num2	Star_num3	primaryTitle	startYear	runtimeMinutes	genres	directors	writers	averageRating	numVotes	Story_Line	Ratio	Profitable
4800	tt2094898	5900000	4807059	Leïla Bekhti	Géraldine Nakache	Manu Payet	nm1871951	nm1995246	nm2176554	Nous York	2012	98	Adventure,Comedy,Drama	nm1773597,nm1995246	nm1773597,nm1995246	4.3	699	Thirty-somethings Michaël, Nabil and Sylvain head to New York to surprise their friend Samia on her birthday, secretly arranged with the help of another friend, Gabrielle. The two women had moved to NYC two years previously to try their luck. Samia shares a fabulous loft with a renowned American actress and works as her assistant. Gabrielle has a more mundane job in a small retirement home. Transposed to New York, the close bonds formed over the years between the five friends from a housing project on the outskirts of Paris take on a different aspect. The laughter and emotion is dictated by the adventures they share during their stay, from the daily lives of the women to the discovery of this cult city.	0.8147556246176907	False
380	tt0251736	7000000	16829545	Sid Haig	Karen Black	Bill Moseley	nm0354085	nm0000947	nm0608405	House of 1000 Corpses	2003	89	Horror	nm0957772	nm0957772	6.1	71170	"In ""House of 1000 Corpses"", two young couples take a misguided tour onto the back roads of America in search of a local legend known as Dr. Satan. Lost and stranded, they are set upon by a bizarre family of psychotics. Murder, cannibalism and satanic rituals are just a few of the 1000+ horrors that await."	2.4042203708256613	True
4504	tt1809398	65000000	161459297	Jack O'Connell	Miyavi	Domhnall Gleeson	nm1925239	nm2032193	nm1727304	Unbroken	2014	137	Biography,Drama,Sport	nm0001401	nm0001054,nm0001053,nm0481418,nm0629933,nm1227780	7.2	132255	The life of Louis Zamperini, an Olympic athlete who joined the armed forces during the second world war. Only to be captured by the Japanese navy after a plane crash in the Pacific. During his capture, Louie must continue his fight by surviving through the war.	2.483989146400167	True
2528	tt0817228	3000000	645898	Jason Behr	Mia Blake	David Fane	nm0004736	nm1632485	nm0266713	The Tattooist	2007	92	Horror,Thriller	nm1317966	nm1088302,nm2204480	5.1	2980	American tattoo artist Jake Sawyer wanders the world, exploring and exploiting ethnic themes in his tattoo designs. At a tattoo expo in Singapore, he gets his first glimpse at the exotic world of traditional Samoan tattoo (tatau), and, in a thoughtless act, unwittingly unleashes a powerful angry spirit. In his devastating journey into Pacific mysticism, Jake must find a way to save his new love, Sina and recover his own soul.	0.2152992615669128	False
1764	tt0432283	40000000	46471023	George Clooney	Meryl Streep	Bill Murray	nm0000123	nm0000658	nm0000195	Fantastic Mr. Fox	2009	87	Adventure,Animation,Comedy	nm0027572	nm0001094,nm0027572,nm0000876	7.8	180278	"This is the story of Mr. Fox and his wild-ways of hen heckling, turkey taking and cider sipping, nocturnal, instinctive adventures. He has to put his wild days behind him and do what fathers do best: be responsible. He is too rebellious. He is too wild. He is going to try ""just one more raid"" on the three nastiest, meanest farmers that are Boggis, Bunce and Bean. It is a tale of crossing the line of family responsibilities and midnight adventure and the friendships and awakenings of this country life that is inhabited by Fantastic Mr. Fox and his friends."	1.1617755459556114	True
1835	tt0440963	110000000	442824138	Matt Damon	Edgar Ramírez	Joan Allen	nm0000354	nm1183149	nm0000260	The Bourne Ultimatum	2007	115	Action,Mystery,Thriller	nm0339030	nm0006904,nm1994243,nm1079776,nm0524924	8.0	583890	Bourne is once again brought out of hiding, this time inadvertently by London-based reporter Simon Ross who is trying to unveil Operation Blackbriar--an upgrade to Project Treadstone--in a series of newspaper columns. Bourne sets up a meeting with Ross and realizes instantly they're being scanned. Information from the reporter stirs a new set of memories, and Bourne must finally, ultimately, uncover his dark past whilst dodging The Company's best efforts in trying to eradicate him.	4.025673945221146	True
1538	tt0407121	20000000	52858433	Jim Cummings	Brenda Blethyn	Kyle Stanger	nm0191906	nm0000950	nm1821502	Pooh's Heffalump Movie	2005	68	Animation,Comedy,Family	nm0632893	nm0389830,nm0818746,nm0590316	6.4	5787	A Heffalump is heard trumpeting in the hundred acre woods. Winnie the Pooh, Tigger, and Piglet are scared and rush to Rabbit's house for advice. Roo joins them and they all agree that Heffalumps are nearby after finding a huge footprint. They decide to set out on an expedition to catch the Heffalump. Roo is not allowed to come along because he is too little.	2.6429215178539236	True
3902	tt1467134	6070800	1209220	Václav Jirácek	Ivan Martinka	Michal Zebrowski	nm1207006	nm0553873	nm0954076	Janosik: A True Story	2009	140	Adventure,Drama,Romance	nm0002140,nm0010653	nm0097608	4.9	613	"The script by Eva Borusevicova describes the true story of Janosik, the XVIII centuries outlaw, who was prowling through Slovak-Polish border. The story of Janosik, a legendary ""Central European Robin Hood"", based on a real XVIII century documents and on a romantic legend, operating with a very subjective, original lyricism: the hero is tragic and at the same time very contemporary: he could be an American boy, burned by communing with cruelty of the war comes back from Iraq to the city ghetto and becomes a leader of a gang."	0.19918623588551165	False
4246	tt1653653	3225600	220593	IHARA	Takako Tokiwa	Eiji Okuda	nm0407296	nm0865764	nm0645760	Dirty Hearts	2011	90	Drama,History,Thriller	nm0025241	nm0578943,nm1412474	6.9	519	In 1945, Japan surrendered to the United States and the Second World War was over. Right? Wrong. For eighty percent of the Japanese community in Brazil, Japan had won the war and defeat was nothing more than American propaganda. The few immigrants that accepted the truth were persecuted. Some were hunted down and assassinated - by their own countrymen - causing the start of a new, private war. Dirty Hearts is a thriller and love story told by the wife of one of the fanatics dedicated to preach Japanese victory. Little by little, she watches her husband, a hard-working immigrant, become an assassin and their love story fade away.	0.06838818564354364	False
3100	tt1095421	600000	105634	Nandita Das	Rashid Farooqi	Syed Fazal Hussain	nm0201903	nm2761958	nm3159679	Ramchand Pakistani	2008	103	Drama	nm0412963	nm1880408,nm0412961	7.6	1172	Based on a actual events, the story is about a Pakistani Hindu boy and his father who accidentally cross the border into India from their village in Pakistan at a time of extreme war like tension between the 2 countries and end up spending 5 years in an Indian prison while the mother left behind wonders what has happened to them.	0.17605637323937792	False
384	tt0252444	6000000	16217411	Everlyn Sampi	Tianna Sansbury	Kenneth Branagh	nm1082266	nm1082270	nm0000110	Rabbit-Proof Fence	2002	94	Adventure,Biography,Drama	nm0637518	nm0969922,nm0647608	7.4	26238	"Western Australia, 1931. Government policy includes taking half-white, half-Aboriginal children from their Aboriginal mothers and sending them a thousand miles away to what amounts to indentured servitude, ""to save them from themselves."" Molly, Daisy, and Grace (two sisters and a cousin who are fourteen, ten, and eight) arrive at their Gulag and promptly escape, under Molly's lead. For several days they walk north, following a fence that keeps rabbits from settlements, eluding a native tracker and the regional constabulary. Their pursuers take orders from the government's ""Chief Protector of Aborigines"", A.O. Neville, blinded by Anglo-Christian certainty, evolutionary world view, and conventional wisdom. Can the girls survive?"	2.702901382849769	True
4832	tt2126355	110000000	473990832	Dwayne Johnson	Carla Gugino	Alexandra Daddario	nm0425005	nm0001303	nm1275259	San Andreas	2015	114	Action,Adventure,Drama	nm0679031	nm0193681,nm1061002,nm0664920	6.0	196707	In San Andreas, California is experiencing a statewide earthquake that goes on record as easily the biggest earthquake in history. Dwayne Johnson plays Ray Gaines, a helicopter rescue pilot for the Los Angeles Fire Department, who is trying to find his daughter, Blake (Alexandra Daddario), who is in San Francisco amid-st the chaos. Ray's estranged wife, Emma, is forced to turn to Ray for help, as he is her last resort. Together they journey to save their daughter.	4.309007524463568	True
1584	tt0414853	51000000	116476887	Kevin James	Courteney Cox	Danny Glover	nm0416673	nm0001073	nm0000418	Barnyard	2006	90	Adventure,Animation,Comedy	nm0644203	nm0644203	5.5	25568	When the farmer's away, all the animals play, and sing, and dance. Eventually, though, someone has to step in and run things, a responsibility that ends up going to Otis, a carefree cow.	2.2838604846301864	True
442	tt0263488	10000000	59371303	Gina Philips	Justin Long	Jonathan Breck	nm0005312	nm0519043	nm0106534	Jeepers Creepers	2001	90	Horror,Mystery	nm0759207	nm0759207	6.2	104291	On their way back home during the spring break, Darry and Patricia Jenner witness a mysterious person dumping something down a tunnel. Deciding to discover what was dumped down there, Darry discovers a huge disturbing hideout full of modified bodies. Darry and Patricia set off to get help, unaware that the individual is now aware of who has been down the tunnel. Darry and Patricia soon realizes that their pursuer is not just a mysterious person, but something even more horrifying, who has more in store than they could possibly imagine.	5.9371297062870285	True
5759	tt3869260	478460	135889	Adam Tas	Tanya van Graan	Ivan Zimmermann	nm6636991	nm2117238	nm1943053	Die Spook van Uniondale	2014	107	Romance	nm6519112	nm6519112,nm5430453	5.4	73	Die Spook van Uniondale tells the story of the legend of The Ghost of Uniondale. It is a charming romantic family comedy based on true rumours. The movie is filled with original characters such as the charming Cornelius played by Tobie Cronje and the sinister Jan-Dawid played by Andre Schwartz. The princess of the film Marie is portrayed by Tanya van Graan and her love interest Johan played by Ivan Zimmermann. This film is bedazzled with light hearted moments that will make you smile and gut wrenching scenes	0.2840126990496613	False
2290	tt0496634	8500000	784522	Julie Delpy	Daniel Brühl	William Hurt	nm0000365	nm0117709	nm0000458	The Countess	2009	98	Biography,Drama,History	nm0000365	nm0000365	6.2	7377	A 17th century Hungarian countess embarks on a murderous undertaking, with the belief that bathing in the blood of virgins will preserve her beauty.	0.09229669502391824	False
6404	tt6523174	610800	135328	Leandie du Randt	Neels van Jaarsveld	Tim Theron	nm3647542	nm2054400	nm5721038	Hunting Emma	2017	102	Action,Thriller	nm5802922	nm2332999	5.8	859	Emma le Roux just wants to go home for the holidays. Gentle, beautiful, pacifist Emma. She's made the trip to her father's farm a thousand times. Piece of cake. But not today. Today she will cross paths with Bosman and Baz and Jay. And Boela and AJ and Piet. Bosman is the mastermind of the drug syndicate. A violent psychopath. Baz and Jay are his henchmen - violent dogs on a short leash. AJ and Boela, spoiled brats looking for validation, are on board to make a quick buck in the criminal underworld. And then there's Piet, the weakling, who is willing to do just about anything for his cousin Bosman. Emma witnesses the murder of a policeman at their hands. And they see her seeing them. Now they're hunting her down like an animal. She's easy prey, after all - it'll all be over soon. The problem is, Emma is the daughter of Jacques le Roux. And Jacques le Roux was a Special Forces soldier. The hunt isn't going according to plan. Everything starts falling apart, and fast. At first they were...	0.2215582489223168	False
4114	tt1594503	8094400	4540345	Sophie Marceau	Marton Csokas	Michel Duchaussoy	nm0000521	nm0190744	nm0239816	With Love... from the Age of Reason	2010	97	Comedy,Romance	nm1367933	nm1367933	5.8	1678	A career-driven businesswoman rethinks her life after getting letters that force her to reminisce a traumatic, yet romantic, upbringing.	0.5609241499154786	False
5031	tt2332707	11000000	34958596	Andy Lau	Sammi Cheng	Tao Guo	nm0490489	nm0155618	nm0849919	Blind Detective	2013	130	Comedy,Crime,Drama	nm0864775	nm4661537,nm0906413,nm0946883,nm5470609	6.5	2710	A cop is forced into early retirement due to retinal damage. But after witnessing a bank robbery along with a female inspector - who believes he has acute senses - they team up in hope to solve the case.	3.178053892904192	True
4348	tt1702443	13000000	99036827	Justin Bieber	Boyz II Men	Miley Cyrus	nm3595501	nm1349841	nm1415323	Justin Bieber: Never Say Never	2011	105	Documentary,Music	nm0160840	\N	1.6	75013	The camera follows Justin Bieber (1994- ) during the ten days leading up to his August, 2010, sold-out show at Madison Square Garden. Footage of these ten days of concerts, rehearsals, and down time with boyhood friends, his mom, and his entourage is inter-cut with home movies, old photos, and interviews showing a musical prodigy who loves to perform, comes to the attention of an Atlanta agent via YouTube, impresses Usher, and rockets to international stardom soon after his 15th birthday. His manager emphasizes the importance of social media and of Justin's work ethic and personality in making him a star; the camera emphasizes Bieber's look. His mom and grandparents shine.	7.618216875521778	True
6523	tt7654872	6374340	3136670	Sandrine Kiberlain	Adriana Ugarte	Gérard Depardieu	nm0452161	nm1246047	nm0000367	Amoureux de ma femme	2018	84	Comedy,Drama,Romance	nm0000809	nm1725469	5.4	892	A man fantasizes about his best friend's new girlfriend. He is willing to throw caution to the wind to fulfill his wildest dreams.	0.492077533975669	False
4225	tt1646971	145000000	621537519	Jay Baruchel	Cate Blanchett	Gerard Butler	nm0059431	nm0000949	nm0124930	How to Train Your Dragon 2	2014	102	Action,Adventure,Animation	nm0213450	nm0213450,nm2441763	7.8	284425	It's been five years since Hiccup and Toothless successfully united dragons and vikings on the island of Berk. While Astrid, Snotlout and the rest of the gang are challenging each other to dragon races (the island's new favorite contact sport), the now inseparable pair journey through the skies, charting unmapped territories and exploring new worlds. When one of their adventures leads to the discovery of a secret ice cave that is home to hundreds of new wild dragons and the mysterious Dragon Rider, the two friends find themselves at the center of a battle to protect the peace. Now, Hiccup and Toothless must unite to stand up for what they believe while recognizing that only together do they have the power to change the future of both men and dragons.	4.28646561871403	True
6521	tt7618184	3510000	205009	Taapsee Pannu	Rishi Kapoor	Prateik	nm3966456	nm0438501	nm3070408	Mulk	2018	140	Drama	nm1025280	nm10171638,nm1025280	6.6	12065	One family member tries to help her own family which are trapped in a dark controversy.	0.05840710586692141	False
309	tt0240468	10000000	16994625	Steve Oedekerk	Fei Lung	Leo Lee	nm0644203	nm0526694	nm0497735	Kung Pow: Enter the Fist	2002	81	Action,Comedy	nm0644203	nm0644203	6.2	42017	Kung Pow: Enter the Fist is a movie within a movie, created to spoof the martial arts genre. Writer/director Steve Oedekerk uses contemporary characters and splices them into a 1970s kung-fu film, weaving the new and old together. As the main character, The Chosen One, Oedekerk sets off to avenge the deaths of his parents at the hands of kung-fu legend Master Pain. Along the way, he encounters some strange characters, one of which is a cow trained in the martial arts.	1.699462330053767	True
3253	tt1172060	10000000	996116	Bijou Phillips	James Murray	Raphaël Coleman	nm0005313	nm0615025	nm1600688	It's Alive	2009	80	Horror,Sci-Fi	nm0750857	nm0169540,nm0814682,nm0691935	3.5	2626	Pregnant college student Lenore Harker leaves college before the end of the semester to move to an isolated house with her boyfriend Frank. When Lenore is ready to deliver the baby, they drive to the hospital. In the surgery room, the two doctors and the two nurses are found slaughtered and Lenore and the baby are found covered of blood. When Lenore is released, the family returns to Frank's house.	0.099611590038841	False
4870	tt2177509	40472	119298	Carmina Barrios	María León	Paco Casaus	nm4847927	nm2725254	nm5018074	Carmina or Blow Up	2012	70	Comedy,Drama	nm1346713	nm1346713	6.3	2072	A 58 year old woman tries to make a plan to solve her financial problems after several robberies at her store. She contemplates her life.	2.9475946927581345	True
6425	tt6752848	1500000	1092277	Hedy Lamarr	Mel Brooks	Jennifer Hom	nm0001443	nm0000316	nm6495311	Bombshell: The Hedy Lamarr Story	2017	88	Biography,Documentary,History	nm2645944	nm2645944	7.4	2590	Hedy Lamarr was a Hollywood movie star who was hailed as the most beautiful and glamorous in the world. However, that was only the surface that tragically obscured her astounding true talents. Foremost of them was her inventive genius that a world blinded by her beauty could not recognize as far back as her youth in Austria with her homemade gadgets. This film explores Lamarr's life which included escaping a loveless marriage on the eve of Nazi Germany's conquest of her nation to a new career in Hollywood. However, her intellectual contributions were denied their due even when she offered them in the service of her new home during World War II. Only after years of career and personal decline in her troubled life would Lamarr learn that her staggering aptitude created brilliant engineering concepts that revolutionized telecommunications, which forced the world to realize the hidden abilities of a woman it had so unfairly underestimated.	0.7281841812105458	False
3950	tt1491044	10000000	4552970	Michael Shannon	Chris Evans	James Franco	nm0788335	nm0262635	nm0290556	The Iceman	2012	106	Biography,Crime,Drama	nm1033517	nm1337892,nm1033517,nm1547715,nm0857294	6.8	66417	In the 1960s, Richard Kuklinski is working as a porn film lab tech until his mob bosses persuade him to change his career into that of a contract killer. For years, Kuklinski gains a reputation for cold blooded professionalism even as he raises a family who are kept in the dark about his true career. Unfortunately, mob politics ultimately forces him to secretly work independently with the psychopathic Robert 'Mr. Freezy' Pronge. As much as Kuklinski tries to keep his lives separate, circumstances and his own weaknesses threaten a terrible collision as the consequences of his choices finally catch up to him.	0.4552969544703046	False
6402	tt6515342	14800000	5394474	Omar Sy	Alex Lutz	Ana Girardot	nm1082477	nm3367478	nm0320759	Knock	2017	113	Comedy	nm0506518	nm0506518,nm0738653	6.0	2205	Doctor Knock is a former thug who has become a doctor and arrives in the small village of Saint-Maurice to make his fortune according to a particular method. It will make the villagers believe that they are not as healthy as they might think. It is thus that he will find in each one an imaginary symptom, or not, and thus will be able to exercise his profession lucratively. Under his seductive looks and after gaining the confidence of the village, Knock is on the verge of achieving his ends. But his past catches up with him and an old acquaintance disrupts the doctor's plans.	0.364491461858685	False
5997	tt4682786	36000000	88528280	Will Smith	Edward Norton	Kate Winslet	nm0000226	nm0001570	nm0000701	Collateral Beauty	2016	97	Drama,Romance	nm0291205	nm1615610	6.8	81048	When a successful New York advertising executive suffers a great tragedy, he retreats from life. While his concerned friends try desperately to reconnect with him, he seeks answers from the universe by writing letters to Love, Time and Death. But it's not until his notes bring unexpected personal responses that he begins to understand how these constants interlock in a life fully lived, and how even the deepest loss can reveal moments of meaning and beauty	2.459118820580033	True
5653	tt3614394	3035400	3783006	Pio D'Antini	Amedeo Grieco	Alessandra Mastronardi	nm6413694	nm6413695	nm1616937	Amici come noi	2014	89	Comedy	nm2985661	nm2622274,nm6413693,nm6413694,nm2507382,nm6413695,nm0885385	4.8	261	They go to amsterdam. Oops hookers. But he is charming. Uses kids. Marriage saved	1.246295300027904	True
227	tt0212985	87000000	351692268	Anthony Hopkins	Julianne Moore	Gary Oldman	nm0000164	nm0000194	nm0000198	Hannibal	2001	131	Crime,Drama,Thriller	nm0000631	nm0365383,nm0000519,nm0001873	6.8	239990	The final chapter of the Dr. Hannibal Lecter quadrilogy, the murdering cannibal. He is presently in Italy, and works as a curator at a museum. Clarice Starling (Julianne Moore), the F.B.I. Agent who he aided to apprehend a serial killer, was placed in charge of an operation, but when one of her men botches it, she's called to the mat by the Bureau. One high ranking official, Paul Krendler (Ray Liotta) has it in for her. But she gets a reprieve because Mason Verger (Gary Oldman), one of Lecter's victims who is looking to get back at Lecter for what Lecter did to him, wants to use Starling to lure him out. When Lecter sends her a note, she learns that he's in Italy, so she asks the Police to keep an eye out for him. But a corrupt Policeman, who wants to get the reward that Verger placed on him, tells Verger where he is, but they fail to get him. Later, Verger decides to frame Starling, which makes Lecter return to the U.S., and the race to get Lecter begins.	4.042439815604141	True
6536	tt7854040	434239	396530	Liv Ullmann	Håkon Bleken	Anne Krigsvoll	nm0880521	nm3334780	nm0471287	Hometown - Stories from a Century	2018	80	Documentary,History	nm3016332	nm3473705,nm3016332	7.7	66	A funny and sometimes dramatic time travel, from 1906 up to our own time. A collage of small films from national archives and private homes, some never shown. A film about the common and human Norway from new nation to oil era.	0.9131586219602064	False
3648	tt1324999	110000000	712205856	Kristen Stewart	Robert Pattinson	Taylor Lautner	nm0829576	nm1500155	nm1210124	The Twilight Saga: Breaking Dawn - Part 1	2011	117	Action,Adventure,Drama	nm0174374	nm0742279,nm2769412	4.9	211094	After Bella and Edward's honeymoon, things take a turn for the worse when Bella realises she is pregnant. The baby grows at an abnormally fast rate and causes many health problems to Bella. The wolf pack see the unborn child as a threat and plan to get rid of it. But the Cullens do everything they can to ensure that both Bella and the unborn child remain safe.	6.474598632049103	True
3552	tt1287468	85000000	112483764	Bette Midler	Chris O'Donnell	Jack McBrayer	nm0000541	nm0000563	nm1442113	Cats & Dogs: The Revenge of Kitty Galore	2010	82	Action,Comedy,Family	nm0679031	nm1943855,nm0070368,nm0720135,nm0275629	4.3	12862	In the age-old battle between cats and dogs, one crazed feline has taken things a paw too far. Kitty Galore, formerly an agent for cat spy organization M.E.O.W.S., has gone rogue and hatched a diabolical plan to not only bring her canine enemies to heel, but also take down her former kitty comrades and make the world her scratching post. Faced with this unprecedented threat, cats and dogs will be forced to join forces for the first time in history in an unlikely alliance to save themselves, and their humans.	1.3233383844313131	True
2793	tt0938330	20000000	52302796	Adelaide Clemens	Kit Harington	Sean Bean	nm2564938	nm3229685	nm0000293	Silent Hill: Revelation	2012	95	Horror	nm1068186	nm1068186,nm3919354,nm1596678,nm1166804	5.0	57486	Sharon Da Silva believes that she is on the run with her adoptive father because he killed a man in self-defense when she was young. Now on the eve of her 18th birthday, living under the alias of Heather Mason, plagued by horrific nightmares and the disappearance of her father, Sharon discovers he has been protecting her from a religious cult called the Order of Valtiel. The revelation leads her deeper into a demonic world that threatens to trap her forever in a place known as Silent Hill.	2.6151396692430167	True
3721	tt1372747	5000000	3084844	Marat Basharov	Darya Balabanova	Khelga Filippova	nm0045388	nm3518455	nm1720000	Yulenka	2009	102	Drama,Horror,Thriller	nm0834650	nm3404382,nm1718114,nm2398171	5.1	822	"A university professor, who wants to slow down a little, moves with his wife and daughter, from the big city to a small town and starts a new job as a teacher in a girls' gymnasium. Something weird is happening with the class, they seem to hide a secret. As it turns out, these girls don't play with dolls, they make a toy of human lives - and soon teacher's life and family are jeopardized by something evil. And whether he'll be able to get out of this nightmare, depends solely on a little girl, who claims: ""all I wanted is my mommy to be happy""."	0.6169686766062646	False
3017	tt1046171	12000000	908578	Mischa Barton	Shantel VanSanten	Anton Yelchin	nm0059215	nm1416900	nm0947338	You and I	2011	100	Drama,Romance	nm0423646	nm0770974,nm2688204,nm0191435,nm2362484,nm3043110	4.6	2105	Two girls, Lana and Janie, from vastly different worlds, bond as they persevere to become a part of the glamorous lifestyle offered by the power's high society. Although they are constantly challenged by the seductive, intoxicating allure of this society, they're suddenly forced to confront the cruel reality that lies beneath its glittery facade. As their bond is tested to its breaking point, they will need to re-discover the love that brought them together, otherwise their bond will be shattered forever.	0.07571482702376442	False
5804	tt4015478	1029000	194998	Mimoun Oaïssa	Ruben van der Meer	Willie Wartaal	nm0643124	nm0886338	nm2880189	The Masters	2015	92	Comedy	nm0776931	nm0643124,nm0776931,nm7209369	4.8	221	The divorced and failed Aziz wants to prove to his son that he can be somebody by reforming his old hip hop band The Masters.	0.18950224538168567	False
2637	tt0859635	13500000	31626386	Jay Chandrasekhar	Kevin Heffernan	Steve Lemme	nm0151540	nm0373571	nm0501399	Super Troopers 2	2018	99	Comedy,Crime,Mystery	nm0151540	nm0151540,nm0373571,nm0501399,nm0815418,nm0831479	6.1	21265	Several years after the first film, the officers have been fired from the Spurbury Police Department after taking Fred Savage on a ride-along that resulted in his death. Farva (Heffernan) is now a construction supervisor, with Mac (Lemme) and Rabbit (Stolhanske) working for him. Thorny (Chandrasekhar) works in logging, and Foster (Soter) is living with his girlfriend and former coworker, Spurbury Police Chief Ursula Hanson (Coughlan). Mac receives a call from his former boss, Captain O'Hagen (Cox), to gather the group and meet for a fishing trip in Canada. Once the group arrives, they find that O'Hagen's intention had been for them to have a meeting with Vermont Governor Jessman (Carter). She explains that during a recent land survey, it was discovered that land in Canada was originally designated for the US. Canada has agreed to hand over the land, and Gov. Jessman needs to set up a police department to take over from the Royal Canadian Mounted Police in the region. She invites the ...	2.34269508572629	True
3705	tt1364487	531195	1332577	Kaarina Hazard	Heikki Nousiainen	Jukka Keinonen	nm0371906	nm0636729	nm0445130	Letters to Father Jacob	2009	74	Drama	nm0405605	nm0405605,nm3293155	7.3	2076	With few options, newly pardoned convict Leila agrees to work as an assistant to a blind pastor. Father Jacob spends his days answering the letters of the needy, which Leila finds pointless. But when the letters stop, the pastor is devastated and Leila finds herself cast in a new role.	2.508635230686978	True
4871	tt2177771	70000000	156049023	George Clooney	Matt Damon	Bill Murray	nm0000123	nm0000354	nm0000195	The Monuments Men	2014	118	Comedy,Drama,History	nm0000123	nm0000123,nm0381416,nm2603459,nm4007817	6.1	118883	Based on the true story of the greatest treasure hunt in history, The Monuments Men is an action drama focusing on an unlikely World War II platoon, tasked by FDR with going into Germany to rescue artistic masterpieces from Nazi thieves and returning them to their rightful owners. It would be an impossible mission: with the art trapped behind enemy lines, and with the German army under orders to destroy everything as the Reich fell, how could these guys - seven museum directors, curators, and art historians, all more familiar with Michelangelo than the M-1 - possibly hope to succeed? But as the Monuments Men, as they were called, found themselves in a race against time to avoid the destruction of 1000 years of culture, they would risk their lives to protect and defend mankind's greatest achievements.	2.229271725296118	True
6093	tt4975280	2378500	208999	Károly Hajduk	Gábor Jászberényi	Zsolt Anger	nm1492922	nm5393410	nm0029771	Strangled	2016	121	Crime,Horror,Thriller	nm0814694	\N	7.0	4779	Based on real-life events, this psycho-thriller is set in the provincial Hungary of the 1960s, when a series of atrocious murders shock the small town of Martfü. A psychotic killer is on the prowl, who continues to slaughter young women while an innocent man is wrongly accused and sentenced for crimes he could never have committed. A determined detective arrives on the scene and soon becomes obsessed with the case while under pressure from the prosecutor to see a man hang. Stuck in the suffocating social, political and psychological world of socialist Hungary, we soon find ourselves entangled in a web of intricate conspiracy and disturbing drama.	0.08787004924530198	False
1149	tt0364045	45000000	65470529	Angelina Jolie	Ethan Hawke	Kiefer Sutherland	nm0001401	nm0000160	nm0000662	Taking Lives	2004	103	Crime,Mystery,Thriller	nm0142286	nm1373865,nm0092578	6.2	75961	The film starts in the early 1980s. Young Martin Asher took a bus for Canada. He meets another teen on the bus, Matt Soulsby. When the bus broke down they decided to rent a car and drive to Seattle. On the road the car gets a flat tire, and Matt starts changing the tire. Martin comments on how he and Matt are about the same height, and in that moment he quickly pushes Matt in the way of an oncoming truck causing a huge accident where Matt and the driver both die. He took Matt's guitar and left singing like Matt did. Twenty years later, an FBI profiler, Illeana Scott comes to Canada to help hunt down the now serial killer Martin Asher who killed multiple men and lived by their identities. Martin's mother claims that she saw Martin in Quebec city and she tells the police that Martin is evil. The police also has an eyewitness James Costa who saw Asher kill his last victim...	1.4549006121133197	True
5657	tt3622592	12000000	85512300	Nat Wolff	Cara Delevingne	Austin Abrams	nm1822659	nm5353321	nm3641002	Paper Towns	2015	109	Comedy,Drama,Mystery	nm1500577	nm2354099,nm2352210,nm1981261	6.3	89335	Adapted from the bestselling novel by author John Green, PAPER TOWNS is a coming-of-age story centering on Quentin and his enigmatic neighbor Margo, who loved mysteries so much she became one. After taking him on an all-night adventure through their hometown, Margo suddenly disappears - leaving behind cryptic clues for Quentin to decipher. The search leads Quentin and his quick-witted friends on an exhilarating adventure that is equal parts hilarious and moving. Ultimately, to track down Margo, Quentin must find a deeper understanding of true friendship - and true love.	7.126024406164633	True
5936	tt4515684	910620	82392	Toma Cuzin	Adrian Purcarescu	Corneliu Cozmei	nm1766976	nm7182476	nm7182477	The Treasure	2015	89	Comedy	nm1717949	nm1717949	6.7	2396	Costi leads a peaceful life. At night he likes to read his 6-year-old son stories, to help him sleep. Their favourite is Robin Hood. Costi sees himself as the hero - righter of wrongs and defender of the oppressed. One evening, his neighbour pays him an unexpected visit and shares a secret: there's treasure buried in his grandparents' garden, he's sure of it. If Costi will hire a metal detector to help locate it, he'll give him half of whatever they get. Skeptical at first, in the end Costi can't resist. He's on board. The two accomplices have one weekend to locate the loot. Despite every obstacle in their path, Costi refuses to be discouraged. For his wife and son, he's a real hero - nothing and no one are going to stop him.	0.0904789149382674	False
6518	tt7581572	200000	809541	Soubin Shahir	Samuel Abiola Robinson	Savithri Sreedharan	nm6229968	nm6867672	nm9721988	Sudani from Nigeria	2018	123	Comedy,Sport	nm9386232	nm9386232,nm7473972	8.2	2213	Story of an African football player and a local football club manager from Malappuram, Kerala.	4.047684761576192	True
6510	tt7485508	708260	342699	Zaira Romero	Rosy Rodríguez	Moreno Borja	nm9331937	nm9331938	nm9629476	Carmen & Lola	2018	103	Drama,Romance	nm0248401	nm0248401	7.1	1569	17-year-old Carmen lives in a gypsy community in the suburbs of Madrid and works with her family in a street market. Like every other woman she has ever met, she is destined to live a life that is repeated generation after generation: getting married and raising as many children as possible. She gets engaged to Rafa. But one day she meets 16-year-old Lola, an uncommon gypsy girl who dreams about going to university, draws bird graffiti and likes girls. She also helps her family in the street market. They quickly develop a complicity with each other and discover a world that, inevitably, leads them to be rejected by their families.	0.4838597635617378	False
